Channel,Energy (keV),Counts
4000,1617.46467,0
4001,1617.868285,0
4002,1618.2719,0
4003,1618.675515,0
4004,1619.07913,0
4005,1619.482745,1
4006,1619.88636,1
4007,1620.289975,1
4008,1620.69359,0
4009,1621.097205,0
4010,1621.50082,0
4011,1621.904435,0
4012,1622.30805,0
4013,1622.711665,0
4014,1623.11528,0
4015,1623.518895,0
4016,1623.92251,1
4017,1624.326125,0
4018,1624.72974,0
4019,1625.133355,0
4020,1625.53697,0
4021,1625.940585,0
4022,1626.3442,0
4023,1626.747815,0
4024,1627.15143,1
4025,1627.555045,0
4026,1627.95866,0
4027,1628.362275,1
4028,1628.76589,0
4029,1629.169505,0
4030,1629.57312,0
4031,1629.976735,1
4032,1630.38035,0
4033,1630.783965,0
4034,1631.18758,0
4035,1631.591195,1
4036,1631.99481,0
4037,1632.398425,2
4038,1632.80204,0
4039,1633.205655,0
4040,1633.60927,1
4041,1634.012885,0
4042,1634.4165,0
4043,1634.820115,0
4044,1635.22373,0
4045,1635.627345,0
4046,1636.03096,3
4047,1636.434575,0
4048,1636.83819,0
4049,1637.241805,1
4050,1637.64542,0
4051,1638.049035,0
4052,1638.45265,1
4053,1638.856265,2
4054,1639.25988,0
4055,1639.663495,0
4056,1640.06711,0
4057,1640.470725,0
4058,1640.87434,1
4059,1641.277955,1
4060,1641.68157,2
4061,1642.085185,0
4062,1642.4888,0
4063,1642.892415,0
4064,1643.29603,1
4065,1643.699645,0
4066,1644.10326,0
4067,1644.506875,0
4068,1644.91049,0
4069,1645.314105,0
4070,1645.71772,1
4071,1646.121335,0
4072,1646.52495,2
4073,1646.928565,0
4074,1647.33218,1
4075,1647.735795,1
4076,1648.13941,0
4077,1648.543025,0
4078,1648.94664,0
4079,1649.350255,0
4080,1649.75387,1
4081,1650.157485,1
4082,1650.5611,0
4083,1650.964715,0
4084,1651.36833,0
4085,1651.771945,0
4086,1652.17556,0
4087,1652.579175,0
4088,1652.98279,0
4089,1653.386405,1
4090,1653.79002,0
4091,1654.193635,0
4092,1654.59725,0
4093,1655.000865,0
4094,1655.40448,0
4095,1655.808095,0
4096,1656.21171,0
4097,1656.615325,1
4098,1657.01894,0
4099,1657.422555,0
4100,1657.82617,1
4101,1658.229785,0
4102,1658.6334,0
4103,1659.037015,0
4104,1659.44063,0
4105,1659.844245,2
4106,1660.24786,1
4107,1660.651475,1
4108,1661.05509,0
4109,1661.458705,0
4110,1661.86232,1
4111,1662.265935,1
4112,1662.66955,0
4113,1663.073165,0
4114,1663.47678,0
4115,1663.880395,0
4116,1664.28401,0
4117,1664.687625,1
4118,1665.09124,1
4119,1665.494855,0
4120,1665.89847,0
4121,1666.302085,0
4122,1666.7057,0
4123,1667.109315,0
4124,1667.51293,0
4125,1667.916545,0
4126,1668.32016,0
4127,1668.723775,0
4128,1669.12739,0
4129,1669.531005,0
4130,1669.93462,0
4131,1670.338235,0
4132,1670.74185,0
4133,1671.145465,0
4134,1671.54908,0
4135,1671.952695,0
4136,1672.35631,0
4137,1672.759925,0
4138,1673.16354,1
4139,1673.567155,1
4140,1673.97077,0
4141,1674.374385,0
4142,1674.778,1
4143,1675.181615,0
4144,1675.58523,0
4145,1675.988845,0
4146,1676.39246,0
4147,1676.796075,0
4148,1677.19969,0
4149,1677.603305,0
4150,1678.00692,0
4151,1678.410535,0
4152,1678.81415,0
4153,1679.217765,0
4154,1679.62138,1
4155,1680.024995,0
4156,1680.42861,0
4157,1680.832225,0
4158,1681.23584,0
4159,1681.639455,0
4160,1682.04307,0
4161,1682.446685,0
4162,1682.8503,1
4163,1683.253915,1
4164,1683.65753,0
4165,1684.061145,1
4166,1684.46476,0
4167,1684.868375,0
4168,1685.27199,0
4169,1685.675605,0
4170,1686.07922,0
4171,1686.482835,0
4172,1686.88645,0
4173,1687.290065,0
4174,1687.69368,0
4175,1688.097295,1
4176,1688.50091,0
4177,1688.904525,1
4178,1689.30814,2
4179,1689.711755,1
4180,1690.11537,0
4181,1690.518985,0
4182,1690.9226,0
4183,1691.326215,0
4184,1691.72983,0
4185,1692.133445,0
4186,1692.53706,1
4187,1692.940675,0
4188,1693.34429,0
4189,1693.747905,2
4190,1694.15152,3
4191,1694.555135,0
4192,1694.95875,0
4193,1695.362365,0
4194,1695.76598,0
4195,1696.169595,1
4196,1696.57321,1
4197,1696.976825,1
4198,1697.38044,0
4199,1697.784055,1
4200,1698.18767,1
4201,1698.591285,0
4202,1698.9949,0
4203,1699.398515,0
4204,1699.80213,0
4205,1700.205745,0
4206,1700.60936,0
4207,1701.012975,1
4208,1701.41659,0
4209,1701.820205,0
4210,1702.22382,0
4211,1702.627435,1
4212,1703.03105,0
4213,1703.434665,0
4214,1703.83828,0
4215,1704.241895,0
4216,1704.64551,1
4217,1705.049125,0
4218,1705.45274,1
4219,1705.856355,0
4220,1706.25997,0
4221,1706.663585,1
4222,1707.0672,0
4223,1707.470815,0
4224,1707.87443,0
4225,1708.278045,0
4226,1708.68166,0
4227,1709.085275,1
4228,1709.48889,0
4229,1709.892505,1
4230,1710.29612,0
4231,1710.699735,0
4232,1711.10335,1
4233,1711.506965,0
4234,1711.91058,0
4235,1712.314195,0
4236,1712.71781,0
4237,1713.121425,0
4238,1713.52504,0
4239,1713.928655,1
4240,1714.33227,0
4241,1714.735885,0
4242,1715.1395,0
4243,1715.543115,1
4244,1715.94673,0
4245,1716.350345,0
4246,1716.75396,1
4247,1717.157575,0
4248,1717.56119,0
4249,1717.964805,0
4250,1718.36842,0
4251,1718.772035,0
4252,1719.17565,0
4253,1719.579265,0
4254,1719.98288,0
4255,1720.386495,0
4256,1720.79011,0
4257,1721.193725,0
4258,1721.59734,0
4259,1722.000955,0
4260,1722.40457,0
4261,1722.808185,0
4262,1723.2118,0
4263,1723.615415,0
4264,1724.01903,0
4265,1724.422645,0
4266,1724.82626,0
4267,1725.229875,1
4268,1725.63349,0
4269,1726.037105,0
4270,1726.44072,0
4271,1726.844335,0
4272,1727.24795,0
4273,1727.651565,2
4274,1728.05518,0
4275,1728.458795,0
4276,1728.86241,0
4277,1729.266025,0
4278,1729.66964,0
4279,1730.073255,0
4280,1730.47687,1
4281,1730.880485,0
4282,1731.2841,0
4283,1731.687715,0
4284,1732.09133,1
4285,1732.494945,0
4286,1732.89856,0
4287,1733.302175,0
4288,1733.70579,0
4289,1734.109405,0
4290,1734.51302,0
4291,1734.916635,0
4292,1735.32025,0
4293,1735.723865,0
4294,1736.12748,1
4295,1736.531095,0
4296,1736.93471,0
4297,1737.338325,0
4298,1737.74194,1
4299,1738.145555,0
4300,1738.54917,0
4301,1738.952785,0
4302,1739.3564,0
4303,1739.760015,0
4304,1740.16363,0
4305,1740.567245,0
4306,1740.97086,0
4307,1741.374475,0
4308,1741.77809,1
4309,1742.181705,0
4310,1742.58532,0
4311,1742.988935,1
4312,1743.39255,0
4313,1743.796165,0
4314,1744.19978,0
4315,1744.603395,0
4316,1745.00701,1
4317,1745.410625,0
4318,1745.81424,0
4319,1746.217855,0
4320,1746.62147,0
4321,1747.025085,0
4322,1747.4287,0
4323,1747.832315,1
4324,1748.23593,0
4325,1748.639545,1
4326,1749.04316,0
4327,1749.446775,0
4328,1749.85039,0
4329,1750.254005,0
4330,1750.65762,0
4331,1751.061235,0
4332,1751.46485,0
4333,1751.868465,1
4334,1752.27208,0
4335,1752.675695,0
4336,1753.07931,0
4337,1753.482925,0
4338,1753.88654,1
4339,1754.290155,1
4340,1754.69377,0
4341,1755.097385,0
4342,1755.501,0
4343,1755.904615,0
4344,1756.30823,0
4345,1756.711845,0
4346,1757.11546,0
4347,1757.519075,1
4348,1757.92269,1
4349,1758.326305,0
4350,1758.72992,0
4351,1759.133535,0
4352,1759.53715,1
4353,1759.940765,0
4354,1760.34438,1
4355,1760.747995,1
4356,1761.15161,0
4357,1761.555225,0
4358,1761.95884,0
4359,1762.362455,0
4360,1762.76607,0
4361,1763.169685,0
4362,1763.5733,1
4363,1763.976915,0
4364,1764.38053,0
4365,1764.784145,0
4366,1765.18776,0
4367,1765.591375,0
4368,1765.99499,0
4369,1766.398605,1
4370,1766.80222,1
4371,1767.205835,0
4372,1767.60945,0
4373,1768.013065,1
4374,1768.41668,1
4375,1768.820295,0
4376,1769.22391,0
4377,1769.627525,1
4378,1770.03114,0
4379,1770.434755,0
4380,1770.83837,1
4381,1771.241985,0
4382,1771.6456,0
4383,1772.049215,0
4384,1772.45283,0
4385,1772.856445,0
4386,1773.26006,0
4387,1773.663675,0
4388,1774.06729,0
4389,1774.470905,0
4390,1774.87452,1
4391,1775.278135,0
4392,1775.68175,0
4393,1776.085365,0
4394,1776.48898,0
4395,1776.892595,0
4396,1777.29621,0
4397,1777.699825,0
4398,1778.10344,0
4399,1778.507055,0
4400,1778.91067,0
4401,1779.314285,0
4402,1779.7179,0
4403,1780.121515,0
4404,1780.52513,0
4405,1780.928745,0
4406,1781.33236,0
4407,1781.735975,0
4408,1782.13959,1
4409,1782.543205,0
4410,1782.94682,0
4411,1783.350435,0
4412,1783.75405,0
4413,1784.157665,0
4414,1784.56128,0
4415,1784.964895,0
4416,1785.36851,0
4417,1785.772125,0
4418,1786.17574,0
4419,1786.579355,0
4420,1786.98297,0
4421,1787.386585,0
4422,1787.7902,0
4423,1788.193815,0
4424,1788.59743,2
4425,1789.001045,0
4426,1789.40466,0
4427,1789.808275,0
4428,1790.21189,1
4429,1790.615505,0
4430,1791.01912,1
4431,1791.422735,0
4432,1791.82635,0
4433,1792.229965,0
4434,1792.63358,0
4435,1793.037195,1
4436,1793.44081,0
4437,1793.844425,0
4438,1794.24804,0
4439,1794.651655,1
4440,1795.05527,0
4441,1795.458885,0
4442,1795.8625,0
4443,1796.266115,0
4444,1796.66973,0
4445,1797.073345,0
4446,1797.47696,1
4447,1797.880575,0
4448,1798.28419,0
4449,1798.687805,0
4450,1799.09142,0
4451,1799.495035,0
4452,1799.89865,0
4453,1800.302265,1
4454,1800.70588,0
4455,1801.109495,0
4456,1801.51311,0
4457,1801.916725,0
4458,1802.32034,0
4459,1802.723955,0
4460,1803.12757,0
4461,1803.531185,0
4462,1803.9348,0
4463,1804.338415,0
4464,1804.74203,0
4465,1805.145645,0
4466,1805.54926,0
4467,1805.952875,0
4468,1806.35649,0
4469,1806.760105,0
4470,1807.16372,0
4471,1807.567335,2
4472,1807.97095,0
4473,1808.374565,1
4474,1808.77818,0
4475,1809.181795,0
4476,1809.58541,0
4477,1809.989025,0
4478,1810.39264,0
4479,1810.796255,1
4480,1811.19987,0
4481,1811.603485,0
4482,1812.0071,0
4483,1812.410715,0
4484,1812.81433,0
4485,1813.217945,0
4486,1813.62156,2
4487,1814.025175,0
4488,1814.42879,1
4489,1814.832405,1
4490,1815.23602,0
4491,1815.639635,0
4492,1816.04325,2
4493,1816.446865,0
4494,1816.85048,1
4495,1817.254095,0
4496,1817.65771,1
4497,1818.061325,1
4498,1818.46494,2
4499,1818.868555,0
4500,1819.27217,1
4501,1819.675785,0
4502,1820.0794,0
4503,1820.483015,1
4504,1820.88663,0
4505,1821.290245,2
4506,1821.69386,0
4507,1822.097475,0
4508,1822.50109,0
4509,1822.904705,0
4510,1823.30832,1
4511,1823.711935,0
4512,1824.11555,0
4513,1824.519165,0
4514,1824.92278,0
4515,1825.326395,0
4516,1825.73001,0
4517,1826.133625,0
4518,1826.53724,0
4519,1826.940855,1
4520,1827.34447,1
4521,1827.748085,1
4522,1828.1517,0
4523,1828.555315,1
4524,1828.95893,0
4525,1829.362545,0
4526,1829.76616,0
4527,1830.169775,0
4528,1830.57339,0
4529,1830.977005,0
4530,1831.38062,1
4531,1831.784235,0
4532,1832.18785,0
4533,1832.591465,0
4534,1832.99508,0
4535,1833.398695,2
4536,1833.80231,0
4537,1834.205925,0
4538,1834.60954,1
4539,1835.013155,1
4540,1835.41677,1
4541,1835.820385,1
4542,1836.224,0
4543,1836.627615,0
4544,1837.03123,1
4545,1837.434845,1
4546,1837.83846,0
4547,1838.242075,0
4548,1838.64569,0
4549,1839.049305,0
4550,1839.45292,0
4551,1839.856535,0
4552,1840.26015,1
4553,1840.663765,0
4554,1841.06738,0
4555,1841.470995,0
4556,1841.87461,0
4557,1842.278225,0
4558,1842.68184,1
4559,1843.085455,0
4560,1843.48907,0
4561,1843.892685,0
4562,1844.2963,0
4563,1844.699915,0
4564,1845.10353,0
4565,1845.507145,0
4566,1845.91076,0
4567,1846.314375,0
4568,1846.71799,0
4569,1847.121605,0
4570,1847.52522,0
4571,1847.928835,1
4572,1848.33245,0
4573,1848.736065,0
4574,1849.13968,2
4575,1849.543295,1
4576,1849.94691,0
4577,1850.350525,0
4578,1850.75414,0
4579,1851.157755,0
4580,1851.56137,0
4581,1851.964985,1
4582,1852.3686,1
4583,1852.772215,0
4584,1853.17583,1
4585,1853.579445,1
4586,1853.98306,0
4587,1854.386675,1
4588,1854.79029,1
4589,1855.193905,1
4590,1855.59752,0
4591,1856.001135,0
4592,1856.40475,0
4593,1856.808365,0
4594,1857.21198,1
4595,1857.615595,0
4596,1858.01921,0
4597,1858.422825,0
4598,1858.82644,0
4599,1859.230055,0
4600,1859.63367,0
4601,1860.037285,0
4602,1860.4409,0
4603,1860.844515,1
4604,1861.24813,0
4605,1861.651745,0
4606,1862.05536,0
4607,1862.458975,0
4608,1862.86259,0
4609,1863.266205,0
4610,1863.66982,0
4611,1864.073435,0
4612,1864.47705,0
4613,1864.880665,0
4614,1865.28428,0
4615,1865.687895,0
4616,1866.09151,0
4617,1866.495125,0
4618,1866.89874,0
4619,1867.302355,0
4620,1867.70597,0
4621,1868.109585,1
4622,1868.5132,0
4623,1868.916815,1
4624,1869.32043,0
4625,1869.724045,0
4626,1870.12766,0
4627,1870.531275,0
4628,1870.93489,1
4629,1871.338505,1
4630,1871.74212,0
4631,1872.145735,0
4632,1872.54935,0
4633,1872.952965,0
4634,1873.35658,0
4635,1873.760195,0
4636,1874.16381,0
4637,1874.567425,0
4638,1874.97104,0
4639,1875.374655,0
4640,1875.77827,0
4641,1876.181885,0
4642,1876.5855,1
4643,1876.989115,1
4644,1877.39273,0
4645,1877.796345,0
4646,1878.19996,1
4647,1878.603575,0
4648,1879.00719,0
4649,1879.410805,0
4650,1879.81442,0
4651,1880.218035,0
4652,1880.62165,0
4653,1881.025265,0
4654,1881.42888,0
4655,1881.832495,0
4656,1882.23611,0
4657,1882.639725,0
4658,1883.04334,0
4659,1883.446955,0
4660,1883.85057,0
4661,1884.254185,0
4662,1884.6578,0
4663,1885.061415,0
4664,1885.46503,0
4665,1885.868645,1
4666,1886.27226,0
4667,1886.675875,0
4668,1887.07949,0
4669,1887.483105,1
4670,1887.88672,0
4671,1888.290335,0
4672,1888.69395,0
4673,1889.097565,0
4674,1889.50118,0
4675,1889.904795,0
4676,1890.30841,0
4677,1890.712025,0
4678,1891.11564,0
4679,1891.519255,0
4680,1891.92287,0
4681,1892.326485,1
4682,1892.7301,1
4683,1893.133715,1
4684,1893.53733,0
4685,1893.940945,0
4686,1894.34456,1
4687,1894.748175,0
4688,1895.15179,0
4689,1895.555405,0
4690,1895.95902,0
4691,1896.362635,0
4692,1896.76625,1
4693,1897.169865,0
4694,1897.57348,0
4695,1897.977095,0
4696,1898.38071,0
4697,1898.784325,0
4698,1899.18794,0
4699,1899.591555,0
4700,1899.99517,0
4701,1900.398785,0
4702,1900.8024,0
4703,1901.206015,0
4704,1901.60963,1
4705,1902.013245,0
4706,1902.41686,0
4707,1902.820475,0
4708,1903.22409,1
4709,1903.627705,0
4710,1904.03132,0
4711,1904.434935,0
4712,1904.83855,1
4713,1905.242165,0
4714,1905.64578,1
4715,1906.049395,0
4716,1906.45301,0
4717,1906.856625,0
4718,1907.26024,1
4719,1907.663855,0
4720,1908.06747,0
4721,1908.471085,0
4722,1908.8747,0
4723,1909.278315,0
4724,1909.68193,0
4725,1910.085545,0
4726,1910.48916,0
4727,1910.892775,0
4728,1911.29639,0
4729,1911.700005,0
4730,1912.10362,0
4731,1912.507235,1
4732,1912.91085,0
4733,1913.314465,0
4734,1913.71808,1
4735,1914.121695,0
4736,1914.52531,0
4737,1914.928925,0
4738,1915.33254,0
4739,1915.736155,0
4740,1916.13977,0
4741,1916.543385,1
4742,1916.947,0
4743,1917.350615,0
4744,1917.75423,0
4745,1918.157845,0
4746,1918.56146,0
4747,1918.965075,0
4748,1919.36869,0
4749,1919.772305,0
4750,1920.17592,0
4751,1920.579535,0
4752,1920.98315,0
4753,1921.386765,0
4754,1921.79038,0
4755,1922.193995,0
4756,1922.59761,0
4757,1923.001225,0
4758,1923.40484,0
4759,1923.808455,1
4760,1924.21207,0
4761,1924.615685,1
4762,1925.0193,0
4763,1925.422915,0
4764,1925.82653,0
4765,1926.230145,0
4766,1926.63376,0
4767,1927.037375,0
4768,1927.44099,0
4769,1927.844605,0
4770,1928.24822,0
4771,1928.651835,0
4772,1929.05545,0
4773,1929.459065,1
4774,1929.86268,2
4775,1930.266295,0
4776,1930.66991,0
4777,1931.073525,0
4778,1931.47714,1
4779,1931.880755,0
4780,1932.28437,0
4781,1932.687985,0
4782,1933.0916,0
4783,1933.495215,0
4784,1933.89883,0
4785,1934.302445,1
4786,1934.70606,0
4787,1935.109675,1
4788,1935.51329,0
4789,1935.916905,1
4790,1936.32052,0
4791,1936.724135,0
4792,1937.12775,0
4793,1937.531365,0
4794,1937.93498,0
4795,1938.338595,0
4796,1938.74221,0
4797,1939.145825,1
4798,1939.54944,1
4799,1939.953055,0
4800,1940.35667,0
4801,1940.760285,0
4802,1941.1639,0
4803,1941.567515,0
4804,1941.97113,0
4805,1942.374745,0
4806,1942.77836,0
4807,1943.181975,1
4808,1943.58559,0
4809,1943.989205,0
4810,1944.39282,0
4811,1944.796435,0
4812,1945.20005,0
4813,1945.603665,0
4814,1946.00728,0
4815,1946.410895,0
4816,1946.81451,0
4817,1947.218125,0
4818,1947.62174,0
4819,1948.025355,1
4820,1948.42897,1
4821,1948.832585,0
4822,1949.2362,0
4823,1949.639815,1
4824,1950.04343,0
4825,1950.447045,0
4826,1950.85066,0
4827,1951.254275,0
4828,1951.65789,0
4829,1952.061505,0
4830,1952.46512,0
4831,1952.868735,0
4832,1953.27235,0
4833,1953.675965,0
4834,1954.07958,0
4835,1954.483195,0
4836,1954.88681,0
4837,1955.290425,0
4838,1955.69404,0
4839,1956.097655,1
4840,1956.50127,0
4841,1956.904885,1
4842,1957.3085,0
4843,1957.712115,0
4844,1958.11573,0
4845,1958.519345,0
4846,1958.92296,0
4847,1959.326575,0
4848,1959.73019,0
4849,1960.133805,0
4850,1960.53742,0
4851,1960.941035,0
4852,1961.34465,0
4853,1961.748265,0
4854,1962.15188,0
4855,1962.555495,0
4856,1962.95911,0
4857,1963.362725,1
4858,1963.76634,0
4859,1964.169955,0
4860,1964.57357,0
4861,1964.977185,0
4862,1965.3808,0
4863,1965.784415,0
4864,1966.18803,0
4865,1966.591645,0
4866,1966.99526,0
4867,1967.398875,0
4868,1967.80249,0
4869,1968.206105,0
4870,1968.60972,0
4871,1969.013335,0
4872,1969.41695,1
4873,1969.820565,0
4874,1970.22418,0
4875,1970.627795,0
4876,1971.03141,0
4877,1971.435025,1
4878,1971.83864,1
4879,1972.242255,1
4880,1972.64587,0
4881,1973.049485,0
4882,1973.4531,0
4883,1973.856715,0
4884,1974.26033,1
4885,1974.663945,0
4886,1975.06756,1
4887,1975.471175,0
4888,1975.87479,0
4889,1976.278405,0
4890,1976.68202,0
4891,1977.085635,0
4892,1977.48925,0
4893,1977.892865,0
4894,1978.29648,0
4895,1978.700095,0
4896,1979.10371,0
4897,1979.507325,0
4898,1979.91094,0
4899,1980.314555,0
4900,1980.71817,0
4901,1981.121785,0
4902,1981.5254,0
4903,1981.929015,0
4904,1982.33263,0
4905,1982.736245,0
4906,1983.13986,0
4907,1983.543475,0
4908,1983.94709,0
4909,1984.350705,0
4910,1984.75432,0
4911,1985.157935,0
4912,1985.56155,0
4913,1985.965165,1
4914,1986.36878,0
4915,1986.772395,1
4916,1987.17601,0
4917,1987.579625,0
4918,1987.98324,0
4919,1988.386855,1
4920,1988.79047,0
4921,1989.194085,0
4922,1989.5977,1
4923,1990.001315,1
4924,1990.40493,0
4925,1990.808545,3
4926,1991.21216,1
4927,1991.615775,0
4928,1992.01939,1
4929,1992.423005,0
4930,1992.82662,0
4931,1993.230235,0
4932,1993.63385,0
4933,1994.037465,0
4934,1994.44108,0
4935,1994.844695,1
4936,1995.24831,0
4937,1995.651925,0
4938,1996.05554,0
4939,1996.459155,0
4940,1996.86277,0
4941,1997.266385,0
4942,1997.67,0
4943,1998.073615,0
4944,1998.47723,0
4945,1998.880845,1
4946,1999.28446,0
4947,1999.688075,1
4948,2000.09169,0
4949,2000.495305,0
4950,2000.89892,0
4951,2001.302535,0
4952,2001.70615,0
4953,2002.109765,0
4954,2002.51338,0
4955,2002.916995,0
4956,2003.32061,0
4957,2003.724225,0
4958,2004.12784,0
4959,2004.531455,0
4960,2004.93507,0
4961,2005.338685,0
4962,2005.7423,0
4963,2006.145915,0
4964,2006.54953,1
4965,2006.953145,0
4966,2007.35676,0
4967,2007.760375,0
4968,2008.16399,0
4969,2008.567605,1
4970,2008.97122,0
4971,2009.374835,0
4972,2009.77845,1
4973,2010.182065,0
4974,2010.58568,0
4975,2010.989295,0
4976,2011.39291,1
4977,2011.796525,0
4978,2012.20014,0
4979,2012.603755,0
4980,2013.00737,0
4981,2013.410985,0
4982,2013.8146,0
4983,2014.218215,0
4984,2014.62183,0
4985,2015.025445,1
4986,2015.42906,0
4987,2015.832675,0
4988,2016.23629,0
4989,2016.639905,0
4990,2017.04352,0
4991,2017.447135,0
4992,2017.85075,0
4993,2018.254365,0
4994,2018.65798,0
4995,2019.061595,0
4996,2019.46521,0
4997,2019.868825,0
4998,2020.27244,0
4999,2020.676055,0
5000,2021.07967,0
5001,2021.483285,0
5002,2021.8869,0
5003,2022.290515,0
5004,2022.69413,0
5005,2023.097745,0
5006,2023.50136,0
5007,2023.904975,0
5008,2024.30859,0
5009,2024.712205,0
5010,2025.11582,0
5011,2025.519435,0
5012,2025.92305,0
5013,2026.326665,0
5014,2026.73028,0
5015,2027.133895,0
5016,2027.53751,0
5017,2027.941125,0
5018,2028.34474,0
5019,2028.748355,0
5020,2029.15197,0
5021,2029.555585,0
5022,2029.9592,0
5023,2030.362815,0
5024,2030.76643,0
5025,2031.170045,0
5026,2031.57366,0
5027,2031.977275,0
5028,2032.38089,0
5029,2032.784505,0
5030,2033.18812,0
5031,2033.591735,0
5032,2033.99535,0
5033,2034.398965,0
5034,2034.80258,0
5035,2035.206195,0
5036,2035.60981,0
5037,2036.013425,0
5038,2036.41704,0
5039,2036.820655,0
5040,2037.22427,0
5041,2037.627885,0
5042,2038.0315,0
5043,2038.435115,0
5044,2038.83873,0
5045,2039.242345,0
5046,2039.64596,0
5047,2040.049575,0
5048,2040.45319,0
5049,2040.856805,0
5050,2041.26042,1
5051,2041.664035,0
5052,2042.06765,0
5053,2042.471265,0
5054,2042.87488,0
5055,2043.278495,0
5056,2043.68211,0
5057,2044.085725,0
5058,2044.48934,0
5059,2044.892955,1
5060,2045.29657,1
5061,2045.700185,0
5062,2046.1038,0
5063,2046.507415,0
5064,2046.91103,0
5065,2047.314645,0
5066,2047.71826,0
5067,2048.121875,0
5068,2048.52549,0
5069,2048.929105,0
5070,2049.33272,0
5071,2049.736335,0
5072,2050.13995,0
5073,2050.543565,0
5074,2050.94718,0
5075,2051.350795,0
5076,2051.75441,0
5077,2052.158025,0
5078,2052.56164,0
5079,2052.965255,0
5080,2053.36887,0
5081,2053.772485,0
5082,2054.1761,0
5083,2054.579715,0
5084,2054.98333,0
5085,2055.386945,1
5086,2055.79056,1
5087,2056.194175,0
5088,2056.59779,0
5089,2057.001405,0
5090,2057.40502,0
5091,2057.808635,0
5092,2058.21225,0
5093,2058.615865,0
5094,2059.01948,0
5095,2059.423095,0
5096,2059.82671,0
5097,2060.230325,0
5098,2060.63394,0
5099,2061.037555,2
5100,2061.44117,1
5101,2061.844785,0
5102,2062.2484,0
5103,2062.652015,0
5104,2063.05563,0
5105,2063.459245,0
5106,2063.86286,0
5107,2064.266475,0
5108,2064.67009,0
5109,2065.073705,1
5110,2065.47732,0
5111,2065.880935,0
5112,2066.28455,0
5113,2066.688165,0
5114,2067.09178,0
5115,2067.495395,0
5116,2067.89901,0
5117,2068.302625,0
5118,2068.70624,0
5119,2069.109855,0
5120,2069.51347,0
5121,2069.917085,0
5122,2070.3207,1
5123,2070.724315,0
5124,2071.12793,0
5125,2071.531545,0
5126,2071.93516,0
5127,2072.338775,0
5128,2072.74239,0
5129,2073.146005,0
5130,2073.54962,0
5131,2073.953235,1
5132,2074.35685,0
5133,2074.760465,0
5134,2075.16408,0
5135,2075.567695,0
5136,2075.97131,0
5137,2076.374925,0
5138,2076.77854,1
5139,2077.182155,0
5140,2077.58577,0
5141,2077.989385,0
5142,2078.393,0
5143,2078.796615,0
5144,2079.20023,0
5145,2079.603845,0
5146,2080.00746,0
5147,2080.411075,0
5148,2080.81469,0
5149,2081.218305,0
5150,2081.62192,0
5151,2082.025535,0
5152,2082.42915,0
5153,2082.832765,0
5154,2083.23638,0
5155,2083.639995,1
5156,2084.04361,0
5157,2084.447225,0
5158,2084.85084,0
5159,2085.254455,0
5160,2085.65807,0
5161,2086.061685,0
5162,2086.4653,0
5163,2086.868915,0
5164,2087.27253,0
5165,2087.676145,0
5166,2088.07976,0
5167,2088.483375,1
5168,2088.88699,0
5169,2089.290605,1
5170,2089.69422,0
5171,2090.097835,0
5172,2090.50145,0
5173,2090.905065,0
5174,2091.30868,0
5175,2091.712295,0
5176,2092.11591,0
5177,2092.519525,1
5178,2092.92314,0
5179,2093.326755,0
5180,2093.73037,0
5181,2094.133985,0
5182,2094.5376,0
5183,2094.941215,0
5184,2095.34483,0
5185,2095.748445,1
5186,2096.15206,0
5187,2096.555675,0
5188,2096.95929,0
5189,2097.362905,0
5190,2097.76652,0
5191,2098.170135,0
5192,2098.57375,0
5193,2098.977365,0
5194,2099.38098,1
5195,2099.784595,0
5196,2100.18821,0
5197,2100.591825,0
5198,2100.99544,0
5199,2101.399055,0
5200,2101.80267,0
5201,2102.206285,0
5202,2102.6099,0
5203,2103.013515,0
5204,2103.41713,0
5205,2103.820745,1
5206,2104.22436,0
5207,2104.627975,0
5208,2105.03159,0
5209,2105.435205,0
5210,2105.83882,0
5211,2106.242435,0
5212,2106.64605,0
5213,2107.049665,0
5214,2107.45328,0
5215,2107.856895,0
5216,2108.26051,0
5217,2108.664125,0
5218,2109.06774,0
5219,2109.471355,0
5220,2109.87497,0
5221,2110.278585,0
5222,2110.6822,0
5223,2111.085815,1
5224,2111.48943,0
5225,2111.893045,0
5226,2112.29666,0
5227,2112.700275,0
5228,2113.10389,0
5229,2113.507505,0
5230,2113.91112,0
5231,2114.314735,1
5232,2114.71835,0
5233,2115.121965,0
5234,2115.52558,0
5235,2115.929195,0
5236,2116.33281,0
5237,2116.736425,0
5238,2117.14004,0
5239,2117.543655,1
5240,2117.94727,0
5241,2118.350885,0
5242,2118.7545,0
5243,2119.158115,0
5244,2119.56173,0
5245,2119.965345,0
5246,2120.36896,0
5247,2120.772575,0
5248,2121.17619,0
5249,2121.579805,0
5250,2121.98342,0
5251,2122.387035,0
5252,2122.79065,0
5253,2123.194265,0
5254,2123.59788,1
5255,2124.001495,0
5256,2124.40511,0
5257,2124.808725,0
5258,2125.21234,0
5259,2125.615955,0
5260,2126.01957,0
5261,2126.423185,1
5262,2126.8268,0
5263,2127.230415,0
5264,2127.63403,0
5265,2128.037645,0
5266,2128.44126,0
5267,2128.844875,0
5268,2129.24849,0
5269,2129.652105,0
5270,2130.05572,0
